Restaurant Name,URL,Restaurant Stars,No. Of Reviews,Categories,# Of Categories,Price,Reviewer Name,Review Stars,Date Of Review,Review,Review Length,Reviewer Location,LocationB,Useful,Funny,Cool
McGinn’s,https://www.yelp.com/biz/mcginns-milwaukee-2?osq=Bars,4,44,Sports Bars,1,,Patricia K.,3,8/26/2018,"Went there before a Brewer's Game on a Friday night.  It was quite busy.My husband ordered the Cod Fish Fry and I had the nachos.My husband got lake perch instead of cod.  My nachos were so dry they could have ""gagged a maggot"".  The chips were very well seasoned, but there wasn't any nacho cheese on them.  Just regular cheese that had been melted.  A real pity because they could have been spectacular.",73,"Grafton, WI",0,0,1,0
Lupi & Iris,https://www.yelp.com/biz/lupi-and-iris-milwaukee?osq=Bars,5,3,"Mediterranean, Wine Bars, Italian",3,,Lico J.,5,5/21/2022,"We really enjoyed our dinner here. The interior is very bright and modern. The menu is French and Italian inspired and not old-school. It's pretty balanced and covers soup, salad, pasta, fish, chicken, seafood, lamb and beef options at different price points. We started w the Fava Beans & Spring Peas & complimentary bread w butter. The bread (Focaccia & soft white bread) was actually very good! The Fava Beans & Spring Peas was refreshing - perfect for summer time. I love ricotta and I was expecting more about the ""hand-dipped ricotta"" here because it's from the celebrity chef's team. But it's not special - don't get me wrong - it's still a very good appetizer but it's just not as fun as I expected. Entrees: everything in my grilled lamb chops was so good. I could not eat any raw food at the time so I asked for my lamb chops to be well done. It came with crispy skin and juicy cooked meat. Wow wow! The sides were also very good - loved the very flavorful ratatouille (stewed vegetables) a lot. Hubby enjoyed his Ravioli Provençal too. I took a bite of the ravioli - it cooled down already after 3 or 4 mins on our table. Not as amazing as the lamb chops but it's still a good beef ravioli dish. Wished the beef could be a bit more juicer. Dessert: the dessert, dessert wine and coffee menu was great. Everything looked amazing. We got a pine nut tart and it was so good! Nutty tart with refreshing ice-cream. Highly recommend it. Everything table also got almond cookies made from Chef Adam's Grandma's recipe for free - what a great idea! Definitely a great and sweet way to end our night.Our server was patient and friendly. The manager / co-owner also came to our table to check in. We felt comfortable & respected and I think that's what really makes a fine dining restaurant stand out from a group of similar-quality restaurants.",335,"Milwaukee, WI",1,5,0,5
Lupi & Iris,https://www.yelp.com/biz/lupi-and-iris-milwaukee?osq=Bars,5,3,"Mediterranean, Wine Bars, Italian",3,,Saja H.,5,5/17/2022,"WOW!!!!!!!!!!!! I've lived in Milwaukee for a while now, and have been disappointed many many times with the food options. So when we found out about lupi & iris right under our building we were counting the days for it to open. Our waitress Emma was beyond amazing, she was so sweet and helpful. We got a couple of appetizers and all tried different entrees, and not one thing was bad. Also, DO NOT SKIP DESSERT!!!!!! The only upsetting part is the size of the appetizers & it's because you keep wanting more absolutely 20/10, from the food to the ambience to the workers, this will be your new fav spot",111,"San Francisco, CA",0,1,0,0
Lupi & Iris,https://www.yelp.com/biz/lupi-and-iris-milwaukee?osq=Bars,5,3,"Mediterranean, Wine Bars, Italian",3,,Mau D.,5,5/18/2022,I was excited to see what this was about and was not disappointed. Restaurant was open and inviting. Service was friendly and attentive. Had a few starters. The real standouts were the Calamari alla Griglia and Cozze e Vongole.  For pasta course we all enjoyed the Spaghetti Frutti di Mare.  The Roasted Veal Chop was cooked to perfection.  Save room for desert. We had one apiece and all worth every crumb.,71,"MN, MN",0,0,0,0
The Mecca Sports Bar and Grill,https://www.yelp.com/biz/the-mecca-sports-bar-and-grill-milwaukee-2?osq=Bars,3,110,Sports Bars,1,2,Kyle H.,4,5/17/2022,"The Mecca is a great sports bar experience, overlooking the Deer District and Fiserv Forum. I stopped in to watch the Bucks playoff series, and loved the big and small screens, the ease of self-serve at the bar, and top notch service. The DJs pump up the crowd during commercial breaks, and people seemed to be enjoying themselves, and their Beer Towers, it's a fun place for the sports watchin'. Haven't had food here, as I have other favorites for food, pre-game or pre-concert, in the immediate area.Outdoor tables have their own screens- recommend making reservations if this is your final game-watching destination to make your night top notch!",109,"Milwaukee, WI",1,15,3,12
The Mecca Sports Bar and Grill,https://www.yelp.com/biz/the-mecca-sports-bar-and-grill-milwaukee-2?osq=Bars,3,110,Sports Bars,1,2,Ebony J.,5,05/06/2022,"Cool sports bar! Average quality bar food, good drinks, and fun atmosphere. Plenty of tvs so any game you want to watch will be on one of them!",28,"Philadelphia, PA",0,0,0,0
The Mecca Sports Bar and Grill,https://www.yelp.com/biz/the-mecca-sports-bar-and-grill-milwaukee-2?osq=Bars,3,110,Sports Bars,1,2,Amy P.,4,05/01/2022,"This is the prime place to watch a Bucks game. It definitely helps to make reservations ahead of time if you want to reserve a seat. They also have tons of outdoor seating with TVs, which is a huge bonus for the few months it's nice out here in MKE. Beer towers are a huge hit for our friends, it's $37 for $100 of beer -Miller/Coors. The food is average. I would not come here only for their food, but it is nice to have it as an option if you're hungry. A great sports bar in Milwaukee in the heart of the deer district.",105,"Milwaukee, WI",1,0,1,0
The Mecca Sports Bar and Grill,https://www.yelp.com/biz/the-mecca-sports-bar-and-grill-milwaukee-2?osq=Bars,3,110,Sports Bars,1,2,Paige B.,4,05/01/2022,Was able to reserve a table for a bucks playoff game and had the best experience! The Mecca has the largest screen in MKE which made it perfect to watch the bucks win.,33,"Upper East Side, Milwaukee, WI",0,0,0,0
The Mecca Sports Bar and Grill,https://www.yelp.com/biz/the-mecca-sports-bar-and-grill-milwaukee-2?osq=Bars,3,110,Sports Bars,1,2,Ashley S.,3,4/17/2022,"This place is pretty huge and right in the Buck district. When we came it was relatively empty, but because we had a large group, we made a reservation ahead. We ordered drinks and they came out pretty quick. Our food came out relatively quick as well. The food was decent. But I think it's a little expensive. For example a chicken wing appetizer was $18! What?!? Anyway, probably good during events because of the location, but there isn't anything extraordinary about this place.",84,"Huntsville, AL",0,31,7,23
The Mecca Sports Bar and Grill,https://www.yelp.com/biz/the-mecca-sports-bar-and-grill-milwaukee-2?osq=Bars,3,110,Sports Bars,1,2,Chelsea H.,3,4/17/2022,"Went during a bucks game. Probably my first mistake.. waited for the food for ages. Burger not great and EVERYTHING is a fee. Side of anything was charged. Fries, side of ranch, literally anything. I would maybe not have minded if we were told that these sauces etc had a fee. Food was sub par and expensive. You're paying for the experience and convenience of it being right next to the stadium.",72,"Milwaukee, WI",1,0,0,0
The Mecca Sports Bar and Grill,https://www.yelp.com/biz/the-mecca-sports-bar-and-grill-milwaukee-2?osq=Bars,3,110,Sports Bars,1,2,Eric U.,4,2/28/2022,Great atmosphere and drinks. Great place to go and watch a game. Food is nothing special. Traditional bar food. Atmosphere and drinks worth the average food.,26,"Metairie, LA",0,1,0,2
The Mecca Sports Bar and Grill,https://www.yelp.com/biz/the-mecca-sports-bar-and-grill-milwaukee-2?osq=Bars,3,110,Sports Bars,1,2,G H.,1,11/13/2021,Went there early on a Saturday night and the service was horrible. Took forever to get a waitress to even come by and take our drink order. Went downhill from there.,31,"Belvidere, IL",0,0,0,0
The Mecca Sports Bar and Grill,https://www.yelp.com/biz/the-mecca-sports-bar-and-grill-milwaukee-2?osq=Bars,3,110,Sports Bars,1,2,Tonya K.,4,11/13/2021,Awesome place to watch sports games on the monster screens.  Food was your typical bar menu and taste was just ok.  We hung w a large party and the service was good.,32,"Gilbert, AZ",0,0,0,0
The Mecca Sports Bar and Grill,https://www.yelp.com/biz/the-mecca-sports-bar-and-grill-milwaukee-2?osq=Bars,3,110,Sports Bars,1,2,Vicki H.,1,10/31/2021,"Stopped there for a quick lunch on a Sunday (non sports day).  Venue is huge and great for watching sports.  Good Bloody Marys.  Service was great and ""most"" of the staff knew how to wear a mask over nose and mouth.  Our server was very good.  We had a table of 10.  Four of us had subpar food.  I ordered pretzel bites and sausage.  The sausage was tasty, but cold; pretzels were soggy and not crisp.  My husband had chili that was soupy and cold and not served with any crackers or bread -- he took my soggy pretzels.  Sister in-law had the tenders and rated them two out of ten.  Nephew had sandwhich and said meat was ok and the bun was cold.   It would be a great place to have a beer and watch sports, but don't come here hungry.",143,"Whitewater, WI",0,0,0,0
Quarters: Rock & Roll Palace,https://www.yelp.com/biz/quarters-rock-and-roll-palace-milwaukee?osq=Bars,3.5,12,Bars,1,,Corey B.,4,03/01/2015,"Love this place. Great bar, great sound, great prices. Sure the bathroom doesn't smell great, but I'm not standing around in there watching bands, I'm in and out within a minute. When shows are highly attended it'd be rad if there were two bartenders, but Pete will still get you your drink as fast as possible.",56,"Wauwatosa, WI",0,0,0,0
Quarters: Rock & Roll Palace,https://www.yelp.com/biz/quarters-rock-and-roll-palace-milwaukee?osq=Bars,3.5,12,Bars,1,,Joel S.,5,7/28/2020,One of the dopest dive bars in MKE...Underground as hell....The owner and bartender gives it to you straight and cheap..Best underground EDM / Rock shows with the dark and great environment...Love this place,33,"Milwaukee, WI",1,0,0,0
Quarters: Rock & Roll Palace,https://www.yelp.com/biz/quarters-rock-and-roll-palace-milwaukee?osq=Bars,3.5,12,Bars,1,,Rachel F.,3,4/28/2014,"Quarters is to ""palace"" as Uptowner is to ""charm school."" Make no mistake, dear reader. (For those unfamiliar with the context this analogy bears, peruse a few of these other reviews.)Quarters smells like armpits and stale beer. There's nowhere to sit. Bands that play here are local or the touring sort that don't mind crashing on friends of friends' floors. It's kind of - er, really pretty - dirty. & I like it. Real recognize real, dudes + lady dudes.Quarters specializes in shows, though I believe they are open regular-ish hours as well. Shows at this self-proclaimed rock & roll palace are small, and will likely draw a similar yet different VERY niche clientele each and every go. The beer is cheap. Parking on the street isn't too terrible. Basically, if you're into local/touring music of specific set of bents, Quarters is a solid spot to catch a show. I like it. I like the vibe, I like the size, I like the grit. The lighting's kind of cool. One of the ceiling fans has glow lights affixed to it, so that's something.[If you've read this much, it's because you're probably headed to Quarters for a particular reason (most likely a show) and you're doing your homework. It's either that, or you're just in a Yelp Milwakee internet-ing spiral. You're just lollygagging around here, reading reviews, bookmarking spots, trying to get a feel for the good ol' Mil. Good on you, friend in the latter camp. Milwaukee's pretty freaking great.]Remember, you're headed to Riverwest, dear reader... and this is as close to as ""real"" Riverwest as it can get, I think.",271,"Milwaukee, WI",1,6,6,5
Quarters: Rock & Roll Palace,https://www.yelp.com/biz/quarters-rock-and-roll-palace-milwaukee?osq=Bars,3.5,12,Bars,1,,Patrick T.,4,4/28/2014,"Nothing like a smelly, divey Rock N Roll club with a great small space, a killer sound system, and CHEAP BEERS!  This is the type of place where if you spill a beer on the floor the bartender does not care and just leaves it sit, which is pretty funny but ads to that divey, smelly rock n roll club vibe.This place is only open for shows, so no fun happy hours here, but that's probably better cause there is not to many places to sit, almost no bar stools! But I dig it!",94,"Des Moines, IA",0,2,1,1
Quarters: Rock & Roll Palace,https://www.yelp.com/biz/quarters-rock-and-roll-palace-milwaukee?osq=Bars,3.5,12,Bars,1,,Jay S.,4,4/19/2012,"This is a decent little dive with live music regularly. Little is really an operative word in that sentence. When the place gets packed (maybe 70 people?), there is very little room to move around. This is especially true when the bands are set up on the floor rather than the stage which they sometimes are. It's almost like doubling the amount of sardines but keeping the can size the same.The bands are mostly punk/hardcore from what I can figure out, but they do have other types of bands there as well. They don't have a huge beer list, but they do have some craft brews from Lakefront and Goose Island. The best part of that is that they are priced right.",122,"Brown Deer, WI",0,2,1,1
Quarters: Rock & Roll Palace,https://www.yelp.com/biz/quarters-rock-and-roll-palace-milwaukee?osq=Bars,3.5,12,Bars,1,,Steven P.,2,4/15/2013,"I was able to check out Quarters this past weekend and didn't expect much going in to it. A friend invited me out to hear some bands play - the first band that opened for the night was all instrumental and rocked completely. Some laid back music that one could grove to - the other bands (the next three) took a complete dive. My friend and I couldn't believe how all three bands got paired up to begin with. We tried to stick it out, but couldn't bare to listen to minute songs that screamed the exact same lyrics... over and over...As far as the atmosphere - a pretty basic dive bar. Not sure how it is during the day, but when you walk it, it looks like the place has been completely cleared out. Only room for standing. Mixed drinks as well as a good selection of local beers (and even a good amount of not-so-good beers. *ahem* Busch *ahem*). Otherwise, only simple drinks for you to enjoy during shows.I'd like to give this place another shot, if I have faith that the bands performing are worth my time. Could be a hidden gem if they book the right shows.",201,"San Francisco, CA",0,2,0,2
Quarters: Rock & Roll Palace,https://www.yelp.com/biz/quarters-rock-and-roll-palace-milwaukee?osq=Bars,3.5,12,Bars,1,,Ivy B.,4,4/24/2012,"Quarters is an excellent bar for seeing live music in a small, scuzzy setting, especially if you're into any of these genres of music:-doom metal-psychedelic surf rock-cyber jams-glaze rock-power pop- and like, every kind of punk.. hardcore punk, proto punk, but probably not post punk.who am I kidding? If you like any kind of good music or are involved with the Milwaukee music scene or if you have friends.. you should check out Quarters. (And if you don't have friends, you should still check out Quarters. Nothing like drinking alone, right guys?) The person who books their shows does an excellent job getting great bands and keeping fans of the venue 'in the know.' And because of this- it does tend to get a little packed on show nights. There usually is one bartender working- so when it's packed, expect to wait more than a couple of minutes for a drink. Patience is a virtue, man. There's a patio in back, you can smoke there. On non-show nights? It's chill, you can play Mortal Kombat. Drink cheaply. Enjoy the quiet. Quiet really isn't my bag, so I don't come here on non-show nights too often.",195,"Milwaukee, WI",1,4,2,4
Quarters: Rock & Roll Palace,https://www.yelp.com/biz/quarters-rock-and-roll-palace-milwaukee?osq=Bars,3.5,12,Bars,1,,Shane H.,2,5/14/2012,"I guess they changed the definition of what a palace is.Let me just say that I don't hate this place by any means. It's a cozy, divey, riverwesty place. With that you get a certain level of service and patrons. Friendly service, but it was way too busy for one bartender.I was here for a special event, so maybe that added to the craziness.One cool thing, you can play video games against other bar folk on the giant screen above the bar.The patio is pretty awesome.I would check it out again on a random night to see what's what.",99,"Milwaukee, WI",1,0,2,1
Quarters: Rock & Roll Palace,https://www.yelp.com/biz/quarters-rock-and-roll-palace-milwaukee?osq=Bars,3.5,12,Bars,1,,Daniella B.,3,8/18/2014,"Great rock shows and a spacious beer garden!  I wish they made better use of the stage space. We were all squished and you couldn't even get a beer during the act. The sound balance was also a bit off. The vocals were virtually inaudible.  Also, don't expect a world class drink selection.  Hamms are cheap and that's what I stuck with.",62,"Salt Lake City, Salt Lake City, UT",0,0,0,0
Quarters: Rock & Roll Palace,https://www.yelp.com/biz/quarters-rock-and-roll-palace-milwaukee?osq=Bars,3.5,12,Bars,1,,Lisa B.,3,3/16/2012,"Well, the person before me seems to have made an account to review only two places, so I am not sure how valid his review is. The bathrooms weren't gross when I went and I was there pretty close to bar close. I like the layout here. There are comfy seats in the back left where a small group can easily occupy the whole section and make it your own little place...and if I remember correctly they have Leinies on tap on the cheap. Like extra cheaqp. Like $2 cheap. For Leinies. Which is awesome. (Except I don't drink anymore so I haven't been here in a while.)",108,"Milwaukee, WI",1,2,1,2
Magoo’s On The Mound,https://www.yelp.com/biz/magoos-on-the-mound-milwaukee?osq=Bars,4.5,3,"Sports Bars, Salad, American (Traditional)",3,,Mary W.,5,12/11/2021,"We came for lunch on Saturday afternoon.  We walked in the door and were warmly  welcomed by Jeff the bartender.  We met friends and had a drink and watched the Badger game.  Ashley, another bartender also served us.  She was extremely friendly.  She introduced herself and asked our names and was very personable.  We all enjoyed the Bloody Mary's, beer and coffee.    We shared the chicken thigh wings (tasty).  The burgers and steak sandwich were very good and the curry fries were crispy and flavorful.  So many bars only treat their neighborhood regulars with their best service.  We don't live anywhere close, but I'll definitely make the trip again for this kind of service.",115,"Brookfield, WI",0,1,0,0
Magoo’s On The Mound,https://www.yelp.com/biz/magoos-on-the-mound-milwaukee?osq=Bars,4.5,3,"Sports Bars, Salad, American (Traditional)",3,,Greg B.,4,07/01/2021,"Since I work in the area, it's nice to have this location as an option for shuttles to Brewers games again. It also helps that I can enjoy them for lunch when they open early for Brewers day games. I recently did just that and ordered both the cheese curds and bourbon BBQ chicken thighs.The curds retained more grease that I would have liked, but they were very good. The amount of batter on the curds and the amount of beer in the batter were both spot on.If you like the taste of bourbon, you'll love the bourbon BBQ. It's very pronounced in the sauce. Whether they serve chicken thighs by choice or by necessity because the cost of chicken wings is ridiculous right now, they made the right decision. I feel you get more meat by going with chunks of thighs compared to wings and I personally prefer dark meat chicken to white meat chicken.",156,"Germantown, WI",0,2,0,1
Magoo’s On The Mound,https://www.yelp.com/biz/magoos-on-the-mound-milwaukee?osq=Bars,4.5,3,"Sports Bars, Salad, American (Traditional)",3,,Gary G.,4,9/26/2021,"Went here prior to a Brewer game. We got there about an hour and a half before the game, so the crowd was slim. Off the bat, you could see that they were short on wait staff.  One server for an upcoming game rush was not going to be good.  The server was overwhelmed, but kept her composure.  Our food order was cooked expeditiously, very well prepared, and the salads and burgers were fresh and plentiful.  Shuttle service to and from the game went without a hitch!  Kudos to our server!!!",91,"Burlington, WI",0,3,0,1
Goodkind,https://www.yelp.com/biz/goodkind-milwaukee-2?osq=Bars,4,268,"Bars, Soul Food, American (New)",3,,Bessy T.,5,3/21/2022,"Bomb dot com  meal at Goodkind, they are most notably known for their creativity, and unique take on everyday lunch/dining items. Their menu changes every week , but some staple items eg. Trout are there to stay More on Instagram @midwestmunchingWe had the privilege of enjoying brunch there the day after a beautiful baby shower. Our best friend from London flew in and WOW the food was amazing!Biggest highlight is the SEARED TROUT, nice and soft yet crispy on the outside with simple pairings fennel, potatoes, bibb salad + thousand island dressing.  Literally melts in your mouth every bitesecond highlight is BEEF CHILLI POUTINE - they recommended it and they always change the toppings/pairings for the poutine every week. With the chilli, + egg, + beer battered fries & curds, you had every texture & richness bite by bite without losing the structure & role that each ingredient played Others includedBRUNCH RISOTTO - had cheddar + bacon, nice & creamy with the poached egg on topDANISH PANCAKES stuffed with  Gouda & raspberry chocolate jam. Soft & fluffy, + well balancedAVOCADO TOAST - with sourdoughRESTORATIVE BROTH - wheat noodles with a spicy meat broth & chicken. Broth I think uses fresh chillies and had lots of depth (bone, basil, etc). Would love this if I was hungover haha Overall a FANTASTIC meal. I usually don't focus too too much on service but they are just amazing - very attentive, kind, typical Midwest +more you can book on @exploretock and ensure you have a seat/booth (given the space is smaller & bit more intimate). Would love to go back again especially for dinner & to try their summer menus",277,"Chicago, IL",0,0,0,0
Goodkind,https://www.yelp.com/biz/goodkind-milwaukee-2?osq=Bars,4,268,"Bars, Soul Food, American (New)",3,,Alicia S.,4,2/21/2022,Good kind is hands down one of my favorite restaurants. I can guarantee any dish from their menu will be delicious! The drinks are always good and the service is great! The restaurant has a nice intimate vibe to it and if you are a plant lover you will enjoy it even more they have beautiful plants all over.,59,"Milwaukee, WI",1,1,0,1
Goodkind,https://www.yelp.com/biz/goodkind-milwaukee-2?osq=Bars,4,268,"Bars, Soul Food, American (New)",3,,Abraham M.,5,1/30/2022,"We wanted to go out for a Friday dinner and decided to try a new place (for us). We like small plate places, so Goodkind it was! My wife made reservations but for some reason we arrived early. We decided to go in and ask if they would be able to seat us early. No problem!! We were seated in this cozy warm dining room at a small two person table which made it kinda romantic! We started off with the the creamy parmesan polenta (it is no longer on the menu) and the crispy brussel sprout salad. The polenta was absolutely some of the creamiest and best I have ever had. The brussel sprout salad was in a class of it own, I would love to have that recipe! Having being raised by an Australian mother I grew up on leg of lamb. Seeing the Lavender & Anchovy rubbed rotisserie leg of lamb, I was sold. My wife doesn't care too much for lamb but said that she was happy with the two small plates.. the lamb came! It was Just a plate with big chunks medium to medium-rare of fresh cut lamb off of the spit. I fell in love on sight. The best way I think I can describe the quality and flavor of the lamb is, that for somebody who doesn't really like lamb my wife gave me a run for my money eating this fantastic meal! P.S. The cocktails are also worth every penny!",249,"Milwaukee, WI",1,1,0,1
Goodkind,https://www.yelp.com/biz/goodkind-milwaukee-2?osq=Bars,4,268,"Bars, Soul Food, American (New)",3,,Amy G.,4,10/03/2021,"It feels good here.  The decor, the smells, the staff, the vibe. It's the kind of restaurant you want to take photos in. I have been here many times over the years for that delicious brussels sprout salad. Today was the first time to brunch.I like the small menu. It has a little bit for everyone. I had the French omelet and it did not disappoint. It was rich and creamy, just the way it should be.  My friend enjoyed the Restorative broth and felt enriched. Our server was attentive and we enjoyed our meal. The only drawback to dining was it was very hard to hear one another.  It is extremely loud and there is nothing to absorb the sound.  The food is so yummy so it didn't slow our roll. We walked afterwards outside to talk and catch up. Next time I will request a spot outside. Be sure to get a reservation when eating here. And if you can share some items that's the best way to go.",171,"Cudahy, WI",0,0,0,0
Goodkind,https://www.yelp.com/biz/goodkind-milwaukee-2?osq=Bars,4,268,"Bars, Soul Food, American (New)",3,,Rosalie C.,3,09/05/2021,"#veganoptionPopped in here on a Friday night.  Sat outside.Staff was VERY KIND. The drinks are fancy, some a very weird mixture, and oh so strong, I had a headache the next morning. I got the vegan cesar salad... I am glad they had an option and it was good just nothing spectacular, the most basic of lettuce and dressing with a piece of garlic bread.",65,"Milwaukee, WI",1,0,0,0
Goodkind,https://www.yelp.com/biz/goodkind-milwaukee-2?osq=Bars,4,268,"Bars, Soul Food, American (New)",3,,Stephen H.,4,3/24/2022,Overall delicious food and good service.  Make a reservation!,9,"Moret-Loing-et-Orvanne, France",0,0,0,0
Goodkind,https://www.yelp.com/biz/goodkind-milwaukee-2?osq=Bars,4,268,"Bars, Soul Food, American (New)",3,,Sessalie S.,5,4/21/2022,"I was visiting Milwaukee from Phoenix, AZ and I was fortunate enough to be staying in the Bay View area. My boyfriend and I came across Goodkind and absolutely loved the look of it so we decided to make reservations for their brunch. I'm so glad we did! It was pretty busy, but because we had a reservation we were sat right away. Every single employee we encountered there was super friendly! There was an issue with my meal at first and they fixed it right away even though it wasn't even that big of a deal. They made me feel so welcomed. I ordered the avocado toast and my boyfriend ordered the breakfast sandwich on the Angel biscuit and both of us were blown away. The peppers and watermelon radishes on the avocado toast were such a nice touch and tasty! The bread was some of the tastiest bread I've had. It tasted fresh and had a nice sourdough flavor to it. Not only was the presentation spot on for both meals, but the flavors were completely unreal! I've already bookmarked this place on Yelp because I will definitely be returning! I also got the sangria and again the presentation and taste far exceeded any expectations I had going in. Goodkind really knows what they are doing and you can tell they take pride in their menu items. I can't wait to come back and visit!",237,"Los Angeles, CA",0,0,0,0
Goodkind,https://www.yelp.com/biz/goodkind-milwaukee-2?osq=Bars,4,268,"Bars, Soul Food, American (New)",3,,Alyssa F.,5,10/26/2021,"I have wanted to eat here since moving to Milwaukee three years ago. It has taken me so long because this place is always crazy, insanely busy. Now I know why! The food and cocktails are divine. Artistic combinations that you will not find elsewhere and excellent portions for sharing with a few or many. I ordered the puffball schnitzel (listed under ""large plates""). I had no idea what to expect but having never seen such an item on a menu before, how could I resist? They knocked it out of the park. Excellent presentation (insert a #chefskiss here). The beer battered fries came with a great dipping sauce - a tahini poblano concoction that I would buy in bulk. The only dish that lacked a bit was the plum tart. Would have been better with a sweeter side - like straight up vanilla ice cream.The prices are reasonable, and the service fantastic. Laidback but on top of their game. The place is also tiny. We called ahead to reserve a table around 7pm on a Monday and had no problem getting something reserved immediately. Monday evening seems to be a nice time to get a table here. A cold, October Monday ;) The vibe comes off as eclectic, hipster. The crowd is younger. There is a large bar in the center space, green plants, some taxidermy and two gender neutral bathrooms. It is the sort of place you would expect to see and experience in Bay View where the culinary scene is vibrant and more off the beaten path. They chose a great part of the city to put down roots and call home.",275,"Milwaukee, WI",1,0,0,0
Goodkind,https://www.yelp.com/biz/goodkind-milwaukee-2?osq=Bars,4,268,"Bars, Soul Food, American (New)",3,,Bridgette F.,3,2/15/2022,Pre covid I enjoyed this place. We went for lunch in February and unfortunately they did not have many options as I am dairy free. They did not have tea without caffeine either. We will keep trying as the location is great and I hope they continue,47,"Greendale, WI",0,0,0,0
Goodkind,https://www.yelp.com/biz/goodkind-milwaukee-2?osq=Bars,4,268,"Bars, Soul Food, American (New)",3,,Shannon S.,5,03/06/2022,This place is awesome! Great craft cocktails and great food. The staff is very friendly as well,17,"Oak Creek, WI",0,0,0,0
High Dive,https://www.yelp.com/biz/high-dive-milwaukee?osq=Bars,4,11,Dive Bars,1,,Maggie I.,5,1/15/2016,"One of my favorite bars in Riverwest. High Dive, as the name might suggest, is a no-frills establishment with friendly bartenders and cheap drinks ($2 PBR tall boys!)Longtime RW bartender Jason runs the joint, and he clearly knows what he's doing. There's occasionally free food (specifically during Packer games!), which is a solid incentive. The live music they host is top notch, and it gets packed very quickly. If you're checking out a show, get there early!Pro Tip: before heading over to Mad Planet for an evening of dancing, hit up High Dive and pre-game with the super cheap PBRs.",100,"Milwaukee, WI",1,2,0,0
High Dive,https://www.yelp.com/biz/high-dive-milwaukee?osq=Bars,4,11,Dive Bars,1,,Mark P.,5,7/25/2019,Soak yourself into the glow of LED lighting cast by four beautiful Pinball machines at the High Dive. Reasonably priced drafts and cocktails are offered up to drive your tongue off the cliff of extreme flavor.,36,"Chicago, IL",0,1,0,0
High Dive,https://www.yelp.com/biz/high-dive-milwaukee?osq=Bars,4,11,Dive Bars,1,,Dave B.,4,11/16/2016,A classic Milwaukee dive bar. It's super small but the walls are all rock and roll. Drink prices are cheap. We saw a band there but unfortunately they were pretty terrible.,31,"Phoenix, AZ",0,2,0,0
High Dive,https://www.yelp.com/biz/high-dive-milwaukee?osq=Bars,4,11,Dive Bars,1,,Eric S.,5,03/09/2019,"I absolutely love High Dive. Great prices for drinks, excellent atmosphere, great selection of pinball and arcade games in the back, and some of the best shows in MKE. Also, excellent bartenders",32,"Milwaukee, WI",1,0,0,0
High Dive,https://www.yelp.com/biz/high-dive-milwaukee?osq=Bars,4,11,Dive Bars,1,,Tracy P.,2,08/08/2017,"Honestly, I want to like this place because it is literally down the street from my house. However, every time I've gone by there two things happen, either it smells horribly of pee or I get some pretentious asshole treating me like I don't belong there because I don't have a septum piercing. I get it, Riverwest is a ""hip"" area of town, but for most of the residents who are families or non-hip mid 30's people, it'd be nice not to get an attitude when we want to enjoy a drink at a local bar. I won't be going here again.",102,"Milwaukee, WI",1,2,1,0
High Dive,https://www.yelp.com/biz/high-dive-milwaukee?osq=Bars,4,11,Dive Bars,1,,Lauren E.,4,7/27/2015,We went to High Dive during the Riverwest 24. Because it was near a check point and they had a band playing it was packed inside and out. Loved the music and they had pizza at the bar for everyone(?). I had been wondering what the RW24 bikers eat during the race. The one problem is it is a tight space for a band and it was HOT inside because of all the sweaty bodies. I love the location so I'll be back to check out what High Dive looks like on a quieter night.,95,"Milwaukee, WI",1,2,0,0
High Dive,https://www.yelp.com/biz/high-dive-milwaukee?osq=Bars,4,11,Dive Bars,1,,Daniel S.,3,2/24/2016,"Standard dive bar, nothing much to say either way about it, to be perfectly honest I was pretty drunk when I was here, they had a decent beer selection I remember, though I couldn't tell you what I ordered :p",40,"Bridgeport, Chicago, IL",0,0,2,0
High Dive,https://www.yelp.com/biz/high-dive-milwaukee?osq=Bars,4,11,Dive Bars,1,,Sam C.,4,01/09/2017,"I loved this place when it was River Horse many moons ago. It was my spot when I lived in the neighborhood. No frills, dark, and cheap. High Dive does a good job carrying on that legacy.",37,"Milwaukee, WI",1,1,0,0
High Dive,https://www.yelp.com/biz/high-dive-milwaukee?osq=Bars,4,11,Dive Bars,1,,Megan M.,4,4/28/2017,"I like this bar but it has a strong funk. BO? Trash? Idk. Just be prepared for that, otherwise it's fun.",21,"Milwaukee, WI",1,0,1,1
High Dive,https://www.yelp.com/biz/high-dive-milwaukee?osq=Bars,4,11,Dive Bars,1,,Ashling I.,4,4/13/2016,"Decently priced alcohol and a fun and upbeat club. I enjoyed coming here on a Saturday night, although the DJ's were a bit odd at first, they knew how to get everyone on the dance floor. Seems like there are a lot of regulars and everyone seems to have a great time. We were here for a Birthday party and I know we had fun and were dancing for several hours. It's small but big enough to dance and have a few friends out.",84,"Milwaukee, WI",1,1,0,0
